,rate_electron,rate_HII,rate_HeII,rate_HeIII,rate_HI,rate_HeI,rate_oH2,rate_pH2
113,4.425e-09,2.684e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
114,4.433e-09,2.703e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
115,4.444e-09,2.717e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
116,4.397e-09,2.731e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
117,4.354e-09,2.747e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
118,4.314e-09,2.764e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
119,4.278e-09,2.781e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
120,4.246e-09,2.8e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
121,4.125e-09,2.812e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
122,4.008e-09,2.824e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
123,3.894e-09,2.838e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
124,3.784e-09,2.852e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
125,3.676e-09,2.867e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
126,3.572e-09,2.883e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
127,3.471e-09,2.899e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
128,3.372e-09,2.917e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
129,3.277e-09,2.936e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
130,3.184e-09,2.956e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
131,3.093e-09,2.977e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
132,3.006e-09,2.999e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
133,2.92e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
134,2.837e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
135,2.757e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
136,2.679e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
137,2.603e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
138,2.529e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
139,2.457e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
140,2.387e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
141,2.32e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
142,2.254e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
143,2.19e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
144,2.128e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
145,2.067e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
146,2.009e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
147,1.952e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
148,1.896e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
149,1.843e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
150,1.79e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
151,1.74e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
152,1.69e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
153,1.642e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
154,1.596e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
155,1.55e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
156,1.506e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
157,1.464e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
158,1.422e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
159,1.382e-09,3e-08,0.0,0.0,3.15e-10,5.19e-11,1.11e-10,1.03e-10
